order_id,order_detail_id,customer_id,product_id,order_date,quantity,unit_price,discount,sales_before_discount,discount_amount,net_sales_amount,total_cost,gross_profit
106,305,70,46,2025-10-23,3,46.34,0.0000,139.02,0.00,139.02,101.61,37.41
106,306,70,16,2025-10-23,2,132.35,0.0000,264.70,0.00,264.70,140.62,124.08
106,307,70,21,2025-10-23,10,7.46,0.0000,74.60,0.00,74.60,59.20,15.40
106,308,70,29,2025-10-23,5,55.53,0.0500,277.65,13.88,263.77,151.75,112.02
107,309,59,14,2025-10-25,9,57.59,0.1000,518.31,51.83,466.48,271.08,195.40
107,310,59,3,2025-10-25,6,47.57,0.0500,285.42,14.27,271.15,170.34,100.81
108,311,70,24,2025-10-25,8,123.67,0.1000,989.36,98.94,890.42,723.20,167.22
108,312,70,11,2025-10-25,9,37.31,0.0500,335.79,16.79,319.00,179.91,139.09
109,313,48,2,2025-10-26,7,95.98,0.0500,671.86,33.59,638.27,484.05,154.22
110,314,67,30,2025-10-25,6,165.77,0.0000,994.62,0.00,994.62,527.16,467.46
110,315,67,1,2025-10-25,9,17.01,0.1000,153.09,15.31,137.78,113.49,24.29
111,316,11,42,2025-10-22,5,65.41,0.0500,327.05,16.35,310.70,174.10,136.60
111,317,11,19,2025-10-22,10,47.87,0.1000,478.70,47.87,430.83,366.90,63.93
111,318,11,10,2025-10-22,10,168.80,0.1000,1688.00,168.80,1519.20,886.80,632.40
112,319,46,22,2025-10-26,2,12.60,0.1000,25.20,2.52,22.68,16.84,5.84
112,320,46,31,2025-10-26,1,129.50,0.0000,129.50,0.00,129.50,82.58,46.92
112,321,46,44,2025-10-26,9,78.05,0.0000,702.45,0.00,702.45,519.03,183.42
112,322,46,20,2025-10-26,1,123.79,0.0500,123.79,6.19,117.60,75.42,42.18
113,323,87,15,2025-10-24,8,51.99,0.0500,415.92,20.80,395.12,246.96,148.16
113,324,87,6,2025-10-24,6,39.45,0.0000,236.70,0.00,236.70,181.38,55.32
113,325,87,39,2025-10-24,4,28.49,0.1000,113.96,11.40,102.56,92.24,10.32
113,326,87,34,2025-10-24,4,100.21,0.0500,400.84,20.04,380.80,263.76,117.04
113,327,87,13,2025-10-24,1,112.51,0.0000,112.51,0.00,112.51,68.45,44.06
114,328,73,29,2025-10-23,2,55.53,0.1000,111.06,11.11,99.95,60.70,39.25
114,329,73,26,2025-10-23,4,147.88,0.0500,591.52,29.58,561.94,304.80,257.14
114,330,73,21,2025-10-23,10,7.46,0.1000,74.60,7.46,67.14,59.20,7.94
114,331,73,33,2025-10-23,1,39.51,0.1000,39.51,3.95,35.56,31.47,4.09
114,332,73,24,2025-10-23,7,123.67,0.0000,865.69,0.00,865.69,632.80,232.89
115,333,47,24,2025-10-24,7,123.67,0.0500,865.69,43.28,822.41,632.80,189.61
115,334,47,1,2025-10-24,5,17.01,0.0500,85.05,4.25,80.80,63.05,17.75
115,335,47,23,2025-10-24,5,56.53,0.0500,282.65,14.13,268.52,229.15,39.37
115,336,47,36,2025-10-24,2,119.52,0.0000,239.04,0.00,239.04,120.32,118.72
116,337,72,48,2025-10-24,7,98.28,0.0500,687.96,34.40,653.56,374.92,278.64
116,338,72,19,2025-10-24,3,47.87,0.1000,143.61,14.36,129.25,110.07,19.18
116,339,72,28,2025-10-24,7,42.75,0.0000,299.25,0.00,299.25,154.28,144.97
116,340,72,38,2025-10-24,10,100.72,0.0000,1007.20,0.00,1007.20,625.90,381.30
117,341,10,14,2025-10-23,5,57.59,0.0500,287.95,14.40,273.55,150.60,122.95
117,342,10,34,2025-10-23,6,100.21,0.0000,601.26,0.00,601.26,395.64,205.62
118,343,39,49,2025-10-25,7,55.32,0.0000,387.24,0.00,387.24,223.72,163.52
118,344,39,1,2025-10-25,7,17.01,0.1000,119.07,11.91,107.16,88.27,18.89
118,345,39,18,2025-10-25,7,121.61,0.0000,851.27,0.00,851.27,456.82,394.45
118,346,39,36,2025-10-25,8,119.52,0.1000,956.16,95.62,860.54,481.28,379.26
118,347,39,37,2025-10-25,3,91.07,0.0000,273.21,0.00,273.21,185.01,88.20
119,348,4,25,2025-10-24,5,63.61,0.1000,318.05,31.81,286.25,193.00,93.25
119,349,4,32,2025-10-24,1,45.24,0.0500,45.24,2.26,42.98,26.18,16.80
120,350,92,20,2025-10-23,8,123.79,0.1000,990.32,99.03,891.29,603.36,287.93
120,351,92,48,2025-10-23,8,98.28,0.0000,786.24,0.00,786.24,428.48,357.76
120,352,92,2,2025-10-23,1,95.98,0.0000,95.98,0.00,95.98,69.15,26.83
120,353,92,17,2025-10-23,5,55.59,0.1000,277.95,27.80,250.16,144.30,105.86
120,354,92,41,2025-10-23,8,90.07,0.0000,720.56,0.00,720.56,367.76,352.80
121,355,45,27,2025-10-24,3,180.68,0.0500,542.04,27.10,514.94,293.22,221.72
121,356,45,45,2025-10-24,4,91.45,0.0000,365.80,0.00,365.80,253.88,111.92
121,357,45,8,2025-10-24,5,97.01,0.0500,485.05,24.25,460.80,242.70,218.10
122,358,39,39,2025-10-25,6,28.49,0.1000,170.94,17.09,153.85,138.36,15.49
123,359,81,37,2025-10-21,7,91.07,0.0500,637.49,31.87,605.62,431.69,173.93
123,360,81,41,2025-10-21,8,90.07,0.1000,720.56,72.06,648.50,367.76,280.74
123,361,81,8,2025-10-21,6,97.01,0.1000,582.06,58.21,523.85,291.24,232.61
123,362,81,47,2025-10-21,10,105.63,0.0000,1056.30,0.00,1056.30,672.00,384.30
124,363,93,11,2025-10-25,10,37.31,0.0000,373.10,0.00,373.10,199.90,173.20
124,364,93,10,2025-10-25,6,168.80,0.0500,1012.80,50.64,962.16,532.08,430.08
124,365,93,45,2025-10-25,3,91.45,0.0500,274.35,13.72,260.63,190.41,70.22
125,366,54,4,2025-10-25,5,74.72,0.0500,373.60,18.68,354.92,224.15,130.77
125,367,54,27,2025-10-25,6,180.68,0.0000,1084.08,0.00,1084.08,586.44,497.64
126,368,88,19,2025-10-22,9,47.87,0.1000,430.83,43.08,387.75,330.21,57.54
126,369,88,5,2025-10-22,9,127.88,0.0000,1150.92,0.00,1150.92,844.20,306.72
126,370,88,50,2025-10-22,3,27.21,0.0000,81.63,0.00,81.63,41.61,40.02
127,371,78,49,2025-10-26,3,55.32,0.1000,165.96,16.60,149.36,95.88,53.48
127,372,78,21,2025-10-26,6,7.46,0.1000,44.76,4.48,40.28,35.52,4.76
127,373,78,20,2025-10-26,5,123.79,0.1000,618.95,61.90,557.06,377.10,179.96
127,374,78,45,2025-10-26,6,91.45,0.0000,548.70,0.00,548.70,380.82,167.88
127,375,78,35,2025-10-26,10,121.77,0.0500,1217.70,60.89,1156.82,942.30,214.52
128,376,31,1,2025-10-22,3,17.01,0.1000,51.03,5.10,45.93,37.83,8.10
128,377,31,19,2025-10-22,6,47.87,0.0500,287.22,14.36,272.86,220.14,52.72
129,378,54,22,2025-10-25,3,12.60,0.0000,37.80,0.00,37.80,25.26,12.54
129,379,54,14,2025-10-25,3,57.59,0.1000,172.77,17.28,155.49,90.36,65.13
129,380,54,15,2025-10-25,4,51.99,0.1000,207.96,20.80,187.16,123.48,63.68
129,381,54,40,2025-10-25,9,100.37,0.1000,903.33,90.33,813.00,489.51,323.49
130,382,40,45,2025-10-22,2,91.45,0.0500,182.90,9.15,173.76,126.94,46.82
130,383,40,30,2025-10-22,2,165.77,0.0000,331.54,0.00,331.54,175.72,155.82
130,384,40,9,2025-10-22,1,89.98,0.0500,89.98,4.50,85.48,56.08,29.40
130,385,40,23,2025-10-22,5,56.53,0.1000,282.65,28.27,254.39,229.15,25.24
130,386,40,24,2025-10-22,3,123.67,0.0500,371.01,18.55,352.46,271.20,81.26
131,387,37,34,2025-10-23,6,100.21,0.0000,601.26,0.00,601.26,395.64,205.62
131,388,37,46,2025-10-23,5,46.34,0.0000,231.70,0.00,231.70,169.35,62.35
131,389,37,48,2025-10-23,2,98.28,0.0000,196.56,0.00,196.56,107.12,89.44
131,390,37,9,2025-10-23,3,89.98,0.1000,269.94,26.99,242.95,168.24,74.71
131,391,37,15,2025-10-23,5,51.99,0.0000,259.95,0.00,259.95,154.35,105.60
132,392,98,9,2025-10-25,2,89.98,0.0500,179.96,9.00,170.96,112.16,58.80
132,393,98,45,2025-10-25,2,91.45,0.0000,182.90,0.00,182.90,126.94,55.96
133,394,58,50,2025-10-21,8,27.21,0.0500,217.68,10.88,206.80,110.96,95.84
134,395,47,13,2025-10-22,2,112.51,0.0000,225.02,0.00,225.02,136.90,88.12
135,396,67,38,2025-10-22,1,100.72,0.0500,100.72,5.04,95.68,62.59,33.09
135,397,67,8,2025-10-22,5,97.01,0.0000,485.05,0.00,485.05,242.70,242.35
135,398,67,5,2025-10-22,5,127.88,0.1000,639.40,63.94,575.46,469.00,106.46
135,399,67,1,2025-10-22,2,17.01,0.0000,34.02,0.00,34.02,25.22,8.80
135,400,67,39,2025-10-22,4,28.49,0.1000,113.96,11.40,102.56,92.24,10.32
136,401,95,12,2025-10-22,6,181.74,0.0000,1090.44,0.00,1090.44,590.82,499.62
136,402,95,6,2025-10-22,3,39.45,0.1000,118.35,11.84,106.52,90.69,15.83
137,403,48,38,2025-10-24,6,100.72,0.0500,604.32,30.22,574.10,375.54,198.56
137,404,48,11,2025-10-24,9,37.31,0.1000,335.79,33.58,302.21,179.91,122.30
137,405,48,40,2025-10-24,4,100.37,0.1000,401.48,40.15,361.33,217.56,143.77
138,406,93,5,2025-10-21,2,127.88,0.1000,255.76,25.58,230.18,187.60,42.58
138,407,93,49,2025-10-21,1,55.32,0.1000,55.32,5.53,49.79,31.96,17.83
138,408,93,14,2025-10-21,4,57.59,0.0500,230.36,11.52,218.84,120.48,98.36
138,409,93,11,2025-10-21,9,37.31,0.0000,335.79,0.00,335.79,179.91,155.88
138,410,93,47,2025-10-21,2,105.63,0.0000,211.26,0.00,211.26,134.40,76.86
139,411,15,46,2025-10-22,8,46.34,0.0500,370.72,18.54,352.18,270.96,81.22
139,412,15,45,2025-10-22,10,91.45,0.0000,914.50,0.00,914.50,634.70,279.80
139,413,15,29,2025-10-22,2,55.53,0.0000,111.06,0.00,111.06,60.70,50.36
139,414,15,23,2025-10-22,7,56.53,0.0500,395.71,19.79,375.92,320.81,55.11
139,415,15,14,2025-10-22,9,57.59,0.0000,518.31,0.00,518.31,271.08,247.23
140,416,61,8,2025-10-21,6,97.01,0.0000,582.06,0.00,582.06,291.24,290.82
140,417,61,30,2025-10-21,2,165.77,0.1000,331.54,33.15,298.39,175.72,122.67
140,418,61,9,2025-10-21,8,89.98,0.0500,719.84,35.99,683.85,448.64,235.21
140,419,61,46,2025-10-21,5,46.34,0.1000,231.70,23.17,208.53,169.35,39.18
141,420,23,6,2025-10-23,6,39.45,0.0500,236.70,11.84,224.87,181.38,43.49
142,421,32,25,2025-10-24,5,63.61,0.0500,318.05,15.90,302.15,193.00,109.15
143,422,72,48,2025-10-25,5,98.28,0.1000,491.40,49.14,442.26,267.80,174.46
143,423,72,29,2025-10-25,4,55.53,0.1000,222.12,22.21,199.91,121.40,78.51
143,424,72,27,2025-10-25,5,180.68,0.0500,903.40,45.17,858.23,488.70,369.53
143,425,72,13,2025-10-25,2,112.51,0.0500,225.02,11.25,213.77,136.90,76.87
143,426,72,44,2025-10-25,6,78.05,0.0000,468.30,0.00,468.30,346.02,122.28
144,427,92,44,2025-10-25,8,78.05,0.1000,624.40,62.44,561.96,461.36,100.60
145,428,90,26,2025-10-24,8,147.88,0.1000,1183.04,118.30,1064.74,609.60,455.14
146,429,53,8,2025-10-23,3,97.01,0.0500,291.03,14.55,276.48,145.62,130.86
147,430,26,45,2025-10-21,10,91.45,0.0000,914.50,0.00,914.50,634.70,279.80
147,431,26,48,2025-10-21,3,98.28,0.0000,294.84,0.00,294.84,160.68,134.16
147,432,26,24,2025-10-21,4,123.67,0.0500,494.68,24.73,469.95,361.60,108.35
147,433,26,13,2025-10-21,10,112.51,0.0500,1125.10,56.26,1068.85,684.50,384.35
148,434,5,15,2025-10-22,7,51.99,0.1000,363.93,36.39,327.54,216.09,111.45
149,435,78,18,2025-10-23,10,121.61,0.1000,1216.10,121.61,1094.49,652.60,441.89
149,436,78,18,2025-10-23,7,121.61,0.0500,851.27,42.56,808.71,456.82,351.89
149,437,78,31,2025-10-23,10,129.50,0.0500,1295.00,64.75,1230.25,825.80,404.45
149,438,78,32,2025-10-23,9,45.24,0.0500,407.16,20.36,386.80,235.62,151.18
150,439,15,50,2025-10-25,8,27.21,0.0000,217.68,0.00,217.68,110.96,106.72
150,440,15,8,2025-10-25,5,97.01,0.0500,485.05,24.25,460.80,242.70,218.10
151,441,25,15,2025-10-23,3,51.99,0.0000,155.97,0.00,155.97,92.61,63.36
151,442,25,7,2025-10-23,1,63.12,0.0000,63.12,0.00,63.12,35.04,28.08
151,443,25,32,2025-10-23,1,45.24,0.0000,45.24,0.00,45.24,26.18,19.06
151,444,25,25,2025-10-23,10,63.61,0.1000,636.10,63.61,572.49,386.00,186.49
152,445,62,10,2025-10-25,5,168.80,0.1000,844.00,84.40,759.60,443.40,316.20
152,446,62,40,2025-10-25,2,100.37,0.0000,200.74,0.00,200.74,108.78,91.96
152,447,62,43,2025-10-25,9,52.49,0.0500,472.41,23.62,448.79,309.42,139.37
153,448,93,13,2025-10-24,5,112.51,0.1000,562.55,56.26,506.30,342.25,164.05
153,449,93,32,2025-10-24,8,45.24,0.1000,361.92,36.19,325.73,209.44,116.29
153,450,93,17,2025-10-24,9,55.59,0.0500,500.31,25.02,475.29,259.74,215.55
153,451,93,35,2025-10-24,9,121.77,0.0000,1095.93,0.00,1095.93,848.07,247.86
154,452,88,28,2025-10-21,2,42.75,0.0500,85.50,4.28,81.23,44.08,37.15
155,453,59,21,2025-10-25,7,7.46,0.0500,52.22,2.61,49.61,41.44,8.17
155,454,59,30,2025-10-25,1,165.77,0.0000,165.77,0.00,165.77,87.86,77.91
155,455,59,12,2025-10-25,9,181.74,0.1000,1635.66,163.57,1472.09,886.23,585.86
155,456,59,50,2025-10-25,5,27.21,0.1000,136.05,13.61,122.45,69.35,53.10
156,457,68,32,2025-10-22,7,45.24,0.0000,316.68,0.00,316.68,183.26,133.42
156,458,68,20,2025-10-22,7,123.79,0.0500,866.53,43.33,823.20,527.94,295.26
157,459,67,37,2025-10-23,8,91.07,0.1000,728.56,72.86,655.70,493.36,162.34
158,460,54,44,2025-10-26,9,78.05,0.1000,702.45,70.25,632.21,519.03,113.18
158,461,54,31,2025-10-26,8,129.50,0.1000,1036.00,103.60,932.40,660.64,271.76
158,462,54,11,2025-10-26,9,37.31,0.0000,335.79,0.00,335.79,179.91,155.88
158,463,54,26,2025-10-26,5,147.88,0.0500,739.40,36.97,702.43,381.00,321.43
158,464,54,38,2025-10-26,7,100.72,0.1000,705.04,70.50,634.54,438.13,196.41
159,465,96,50,2025-10-26,5,27.21,0.0500,136.05,6.80,129.25,69.35,59.90
159,466,96,4,2025-10-26,1,74.72,0.1000,74.72,7.47,67.25,44.83,22.42
159,467,96,3,2025-10-26,3,47.57,0.0500,142.71,7.14,135.57,85.17,50.40
160,468,9,48,2025-10-25,10,98.28,0.0000,982.80,0.00,982.80,535.60,447.20
160,469,9,49,2025-10-25,6,55.32,0.0500,331.92,16.60,315.32,191.76,123.56
160,470,9,7,2025-10-25,7,63.12,0.0500,441.84,22.09,419.75,245.28,174.47
161,471,49,27,2025-10-25,6,180.68,0.0000,1084.08,0.00,1084.08,586.44,497.64
161,472,49,43,2025-10-25,4,52.49,0.0000,209.96,0.00,209.96,137.52,72.44
161,473,49,16,2025-10-25,5,132.35,0.1000,661.75,66.18,595.58,351.55,244.03
162,474,29,45,2025-10-25,2,91.45,0.0500,182.90,9.15,173.76,126.94,46.82
163,475,20,22,2025-10-26,3,12.60,0.0000,37.80,0.00,37.80,25.26,12.54
164,476,58,21,2025-10-22,1,7.46,0.0500,7.46,0.37,7.09,5.92,1.17
164,477,58,43,2025-10-22,7,52.49,0.1000,367.43,36.74,330.69,240.66,90.03
164,478,58,33,2025-10-22,7,39.51,0.0500,276.57,13.83,262.74,220.29,42.45
164,479,58,2,2025-10-22,8,95.98,0.1000,767.84,76.78,691.06,553.20,137.86
164,480,58,2,2025-10-22,6,95.98,0.0500,575.88,28.79,547.09,414.90,132.19
165,481,100,25,2025-10-24,6,63.61,0.1000,381.66,38.17,343.49,231.60,111.89
165,482,100,7,2025-10-24,8,63.12,0.0000,504.96,0.00,504.96,280.32,224.64
165,483,100,45,2025-10-24,4,91.45,0.0500,365.80,18.29,347.51,253.88,93.63
165,484,100,32,2025-10-24,9,45.24,0.1000,407.16,40.72,366.44,235.62,130.82
165,485,100,22,2025-10-24,3,12.60,0.1000,37.80,3.78,34.02,25.26,8.76
166,486,19,24,2025-10-22,7,123.67,0.0000,865.69,0.00,865.69,632.80,232.89
166,487,19,32,2025-10-22,2,45.24,0.1000,90.48,9.05,81.43,52.36,29.07
166,488,19,14,2025-10-22,5,57.59,0.0500,287.95,14.40,273.55,150.60,122.95
167,489,7,20,2025-10-24,10,123.79,0.0500,1237.90,61.90,1176.01,754.20,421.81
168,490,69,40,2025-10-22,2,100.37,0.1000,200.74,20.07,180.67,108.78,71.89
168,491,69,38,2025-10-22,2,100.72,0.1000,201.44,20.14,181.30,125.18,56.12
169,492,18,18,2025-10-25,2,121.61,0.1000,243.22,24.32,218.90,130.52,88.38
169,493,18,34,2025-10-25,8,100.21,0.0500,801.68,40.08,761.60,527.52,234.08
169,494,18,14,2025-10-25,6,57.59,0.0000,345.54,0.00,345.54,180.72,164.82
170,495,25,33,2025-10-22,5,39.51,0.0500,197.55,9.88,187.67,157.35,30.32
170,496,25,43,2025-10-22,9,52.49,0.0500,472.41,23.62,448.79,309.42,139.37
170,497,25,13,2025-10-22,7,112.51,0.0500,787.57,39.38,748.19,479.15,269.04
171,498,43,40,2025-10-23,9,100.37,0.0500,903.33,45.17,858.16,489.51,368.65
171,499,43,43,2025-10-23,9,52.49,0.0000,472.41,0.00,472.41,309.42,162.99
171,500,43,2,2025-10-23,9,95.98,0.0000,863.82,0.00,863.82,622.35,241.47
172,501,51,32,2025-10-22,4,45.24,0.1000,180.96,18.10,162.86,104.72,58.14
172,502,51,48,2025-10-22,8,98.28,0.0500,786.24,39.31,746.93,428.48,318.45
172,503,51,41,2025-10-22,9,90.07,0.1000,810.63,81.06,729.57,413.73,315.84
172,504,51,50,2025-10-22,7,27.21,0.1000,190.47,19.05,171.42,97.09,74.33
172,505,51,47,2025-10-22,1,105.63,0.1000,105.63,10.56,95.07,67.20,27.87
173,506,64,24,2025-10-21,8,123.67,0.0000,989.36,0.00,989.36,723.20,266.16
173,507,64,16,2025-10-21,3,132.35,0.1000,397.05,39.71,357.35,210.93,146.42
174,508,95,28,2025-10-21,7,42.75,0.0500,299.25,14.96,284.29,154.28,130.01
174,509,95,5,2025-10-21,4,127.88,0.0500,511.52,25.58,485.94,375.20,110.74
174,510,95,18,2025-10-21,5,121.61,0.1000,608.05,60.81,547.25,326.30,220.95
175,511,32,17,2025-10-22,10,55.59,0.0000,555.90,0.00,555.90,288.60,267.30
175,512,32,26,2025-10-22,4,147.88,0.0000,591.52,0.00,591.52,304.80,286.72
176,513,70,13,2025-10-26,1,112.51,0.0000,112.51,0.00,112.51,68.45,44.06
176,514,70,20,2025-10-26,8,123.79,0.0500,990.32,49.52,940.80,603.36,337.44
177,515,81,28,2025-10-23,7,42.75,0.1000,299.25,29.93,269.33,154.28,115.05
177,516,81,3,2025-10-23,4,47.57,0.0000,190.28,0.00,190.28,113.56,76.72
177,517,81,18,2025-10-23,3,121.61,0.0000,364.83,0.00,364.83,195.78,169.05
177,518,81,17,2025-10-23,5,55.59,0.1000,277.95,27.80,250.16,144.30,105.86
177,519,81,36,2025-10-23,3,119.52,0.1000,358.56,35.86,322.70,180.48,142.22
178,520,85,47,2025-10-25,8,105.63,0.0000,845.04,0.00,845.04,537.60,307.44
179,521,37,6,2025-10-26,6,39.45,0.1000,236.70,23.67,213.03,181.38,31.65
180,522,33,5,2025-10-24,7,127.88,0.0500,895.16,44.76,850.40,656.60,193.80
180,523,33,43,2025-10-24,2,52.49,0.0500,104.98,5.25,99.73,68.76,30.97
180,524,33,47,2025-10-24,3,105.63,0.0000,316.89,0.00,316.89,201.60,115.29
181,525,11,37,2025-10-23,9,91.07,0.0000,819.63,0.00,819.63,555.03,264.60
182,526,56,43,2025-10-24,10,52.49,0.1000,524.90,52.49,472.41,343.80,128.61
182,527,56,17,2025-10-24,8,55.59,0.0000,444.72,0.00,444.72,230.88,213.84
182,528,56,16,2025-10-24,10,132.35,0.0000,1323.50,0.00,1323.50,703.10,620.40
182,529,56,50,2025-10-24,6,27.21,0.0500,163.26,8.16,155.10,83.22,71.88
182,530,56,38,2025-10-24,7,100.72,0.1000,705.04,70.50,634.54,438.13,196.41
183,531,10,28,2025-10-22,4,42.75,0.0000,171.00,0.00,171.00,88.16,82.84
183,532,10,7,2025-10-22,3,63.12,0.0000,189.36,0.00,189.36,105.12,84.24
184,533,92,29,2025-10-24,7,55.53,0.0500,388.71,19.44,369.27,212.45,156.82
184,534,92,38,2025-10-24,1,100.72,0.0500,100.72,5.04,95.68,62.59,33.09
184,535,92,35,2025-10-24,6,121.77,0.1000,730.62,73.06,657.56,565.38,92.18
185,536,95,21,2025-10-25,9,7.46,0.0500,67.14,3.36,63.78,53.28,10.50
186,537,99,44,2025-10-23,4,78.05,0.0500,312.20,15.61,296.59,230.68,65.91
186,538,99,10,2025-10-23,6,168.80,0.0500,1012.80,50.64,962.16,532.08,430.08
186,539,99,46,2025-10-23,6,46.34,0.0500,278.04,13.90,264.14,203.22,60.92
186,540,99,2,2025-10-23,10,95.98,0.0000,959.80,0.00,959.80,691.50,268.30
187,541,49,45,2025-10-25,4,91.45,0.0500,365.80,18.29,347.51,253.88,93.63
188,542,11,25,2025-10-23,5,63.61,0.1000,318.05,31.81,286.25,193.00,93.25
188,543,11,45,2025-10-23,6,91.45,0.1000,548.70,54.87,493.83,380.82,113.01
188,544,11,8,2025-10-23,9,97.01,0.0000,873.09,0.00,873.09,436.86,436.23
188,545,11,29,2025-10-23,7,55.53,0.0000,388.71,0.00,388.71,212.45,176.26
188,546,11,26,2025-10-23,5,147.88,0.0500,739.40,36.97,702.43,381.00,321.43
189,547,40,49,2025-10-23,4,55.32,0.0500,221.28,11.06,210.22,127.84,82.38
190,548,53,11,2025-10-24,8,37.31,0.1000,298.48,29.85,268.63,159.92,108.71
190,549,53,21,2025-10-24,7,7.46,0.0000,52.22,0.00,52.22,41.44,10.78
191,550,53,6,2025-10-24,8,39.45,0.0500,315.60,15.78,299.82,241.84,57.98
191,551,53,48,2025-10-24,7,98.28,0.0500,687.96,34.40,653.56,374.92,278.64
191,552,53,46,2025-10-24,7,46.34,0.0000,324.38,0.00,324.38,237.09,87.29
192,553,35,45,2025-10-24,5,91.45,0.1000,457.25,45.73,411.53,317.35,94.18
192,554,35,5,2025-10-24,6,127.88,0.0500,767.28,38.36,728.92,562.80,166.12
193,555,32,47,2025-10-24,9,105.63,0.1000,950.67,95.07,855.60,604.80,250.80
193,556,32,21,2025-10-24,8,7.46,0.1000,59.68,5.97,53.71,47.36,6.35
193,557,32,2,2025-10-24,1,95.98,0.1000,95.98,9.60,86.38,69.15,17.23
193,558,32,42,2025-10-24,3,65.41,0.1000,196.23,19.62,176.61,104.46,72.15
193,559,32,29,2025-10-24,3,55.53,0.0000,166.59,0.00,166.59,91.05,75.54
194,560,80,13,2025-10-21,5,112.51,0.0500,562.55,28.13,534.42,342.25,192.17
194,561,80,37,2025-10-21,2,91.07,0.0000,182.14,0.00,182.14,123.34,58.80
194,562,80,11,2025-10-21,4,37.31,0.1000,149.24,14.92,134.32,79.96,54.36
194,563,80,46,2025-10-21,3,46.34,0.1000,139.02,13.90,125.12,101.61,23.51
195,564,89,21,2025-10-25,8,7.46,0.0500,59.68,2.98,56.70,47.36,9.34
195,565,89,48,2025-10-25,3,98.28,0.0500,294.84,14.74,280.10,160.68,119.42
195,566,89,12,2025-10-25,10,181.74,0.0500,1817.40,90.87,1726.53,984.70,741.83
195,567,89,19,2025-10-25,4,47.87,0.0000,191.48,0.00,191.48,146.76,44.72
196,568,36,24,2025-10-21,3,123.67,0.0500,371.01,18.55,352.46,271.20,81.26
196,569,36,25,2025-10-21,10,63.61,0.0000,636.10,0.00,636.10,386.00,250.10
196,570,36,2,2025-10-21,1,95.98,0.1000,95.98,9.60,86.38,69.15,17.23
196,571,36,42,2025-10-21,10,65.41,0.1000,654.10,65.41,588.69,348.20,240.49
197,572,27,6,2025-10-24,8,39.45,0.0000,315.60,0.00,315.60,241.84,73.76
197,573,27,17,2025-10-24,3,55.59,0.0000,166.77,0.00,166.77,86.58,80.19
198,574,92,40,2025-10-25,7,100.37,0.1000,702.59,70.26,632.33,380.73,251.60
198,575,92,17,2025-10-25,3,55.59,0.0000,166.77,0.00,166.77,86.58,80.19
198,576,92,24,2025-10-25,3,123.67,0.1000,371.01,37.10,333.91,271.20,62.71
198,577,92,8,2025-10-25,1,97.01,0.1000,97.01,9.70,87.31,48.54,38.77
199,578,89,28,2025-10-23,8,42.75,0.1000,342.00,34.20,307.80,176.32,131.48
199,579,89,32,2025-10-23,2,45.24,0.0000,90.48,0.00,90.48,52.36,38.12
199,580,89,46,2025-10-23,4,46.34,0.0000,185.36,0.00,185.36,135.48,49.88
199,581,89,18,2025-10-23,5,121.61,0.1000,608.05,60.81,547.25,326.30,220.95
199,582,89,32,2025-10-23,7,45.24,0.0000,316.68,0.00,316.68,183.26,133.42
200,583,6,14,2025-10-25,10,57.59,0.0000,575.90,0.00,575.90,301.20,274.70
200,584,6,19,2025-10-25,4,47.87,0.0500,191.48,9.57,181.91,146.76,35.15
200,585,6,12,2025-10-25,7,181.74,0.0000,1272.18,0.00,1272.18,689.29,582.89
200,586,6,2,2025-10-25,5,95.98,0.0500,479.90,24.00,455.91,345.75,110.16
201,587,67,40,2025-10-22,8,100.37,0.0000,802.96,0.00,802.96,435.12,367.84
201,588,67,24,2025-10-22,10,123.67,0.1000,1236.70,123.67,1113.03,904.00,209.03
202,589,4,6,2025-10-21,1,39.45,0.0500,39.45,1.97,37.48,30.23,7.25
202,590,4,9,2025-10-21,6,89.98,0.1000,539.88,53.99,485.89,336.48,149.41
202,591,4,26,2025-10-21,4,147.88,0.1000,591.52,59.15,532.37,304.80,227.57
202,592,4,25,2025-10-21,7,63.61,0.1000,445.27,44.53,400.74,270.20,130.54
203,593,27,17,2025-10-22,2,55.59,0.0000,111.18,0.00,111.18,57.72,53.46
203,594,27,36,2025-10-22,1,119.52,0.0000,119.52,0.00,119.52,60.16,59.36
203,595,27,22,2025-10-22,4,12.60,0.0500,50.40,2.52,47.88,33.68,14.20
203,596,27,23,2025-10-22,10,56.53,0.1000,565.30,56.53,508.77,458.30,50.47
203,597,27,39,2025-10-22,1,28.49,0.0000,28.49,0.00,28.49,23.06,5.43
204,598,91,33,2025-10-22,10,39.51,0.0500,395.10,19.76,375.35,314.70,60.65
204,599,91,20,2025-10-22,7,123.79,0.1000,866.53,86.65,779.88,527.94,251.94
204,600,91,24,2025-10-22,3,123.67,0.1000,371.01,37.10,333.91,271.20,62.71
205,601,43,38,2025-10-25,3,100.72,0.0500,302.16,15.11,287.05,187.77,99.28
206,602,26,33,2025-10-24,8,39.51,0.0500,316.08,15.80,300.28,251.76,48.52
206,603,26,30,2025-10-24,3,165.77,0.0000,497.31,0.00,497.31,263.58,233.73
207,604,69,46,2025-10-25,9,46.34,0.0500,417.06,20.85,396.21,304.83,91.38
207,605,69,10,2025-10-25,5,168.80,0.0000,844.00,0.00,844.00,443.40,400.60
