stage_id,order_id,stage_name,employee_id,start_time,end_time,process_minutes
364,122,Picking,9,2025-10-25 05:41:49,2025-10-25 06:06:49,25
365,122,Packing,7,2025-10-25 06:09:49,2025-10-25 06:36:49,27
366,122,Shipping,18,2025-10-25 06:45:49,2025-10-25 07:00:49,15
367,123,Picking,19,2025-10-21 20:30:30,2025-10-21 21:09:30,39
368,123,Packing,5,2025-10-21 21:10:30,2025-10-21 21:47:30,37
369,123,Shipping,6,2025-10-21 21:52:30,2025-10-21 22:39:30,47
370,124,Picking,19,2025-10-25 04:13:14,2025-10-25 04:54:14,41
371,124,Packing,9,2025-10-25 04:54:14,2025-10-25 05:00:14,6
372,124,Shipping,7,2025-10-25 05:02:14,2025-10-25 05:14:14,12
373,125,Picking,10,2025-10-25 23:32:11,2025-10-25 23:38:11,6
374,125,Packing,16,2025-10-25 23:45:11,2025-10-26 00:24:11,39
375,125,Shipping,8,2025-10-26 00:33:11,2025-10-26 01:24:11,51
376,126,Picking,14,2025-10-22 01:51:18,2025-10-22 02:25:18,34
377,126,Packing,16,2025-10-22 02:26:18,2025-10-22 02:34:18,8
378,126,Shipping,15,2025-10-22 02:39:18,2025-10-22 03:17:18,38
379,127,Picking,12,2025-10-26 02:30:05,2025-10-26 02:55:05,25
380,127,Packing,17,2025-10-26 03:00:05,2025-10-26 03:30:05,30
381,127,Shipping,18,2025-10-26 03:34:05,2025-10-26 04:32:05,58
382,128,Picking,2,2025-10-22 17:27:52,2025-10-22 17:49:52,22
383,128,Packing,10,2025-10-22 17:56:52,2025-10-22 18:16:52,20
384,128,Shipping,13,2025-10-22 18:20:52,2025-10-22 18:36:52,16
385,129,Picking,6,2025-10-25 07:06:02,2025-10-25 07:21:02,15
386,129,Packing,16,2025-10-25 07:26:02,2025-10-25 07:51:02,25
387,129,Shipping,17,2025-10-25 07:57:02,2025-10-25 08:55:02,58
388,130,Picking,7,2025-10-22 17:50:09,2025-10-22 18:00:09,10
389,130,Packing,19,2025-10-22 18:06:09,2025-10-22 18:43:09,37
390,130,Shipping,12,2025-10-22 18:57:09,2025-10-22 19:22:09,25
391,131,Picking,14,2025-10-23 02:15:42,2025-10-23 02:50:42,35
392,131,Packing,5,2025-10-23 02:54:42,2025-10-23 03:33:42,39
393,131,Shipping,9,2025-10-23 03:33:42,2025-10-23 03:49:42,16
394,132,Picking,18,2025-10-25 11:39:06,2025-10-25 11:46:06,7
395,132,Packing,10,2025-10-25 11:52:06,2025-10-25 12:00:06,8
396,132,Shipping,3,2025-10-25 12:06:06,2025-10-25 12:39:06,33
397,133,Picking,13,2025-10-21 23:11:37,2025-10-21 23:55:37,44
398,133,Packing,12,2025-10-22 00:05:37,2025-10-22 00:17:37,12
399,133,Shipping,11,2025-10-22 00:21:37,2025-10-22 00:37:37,16
400,134,Picking,2,2025-10-22 10:09:35,2025-10-22 10:52:35,43
401,134,Packing,5,2025-10-22 11:00:35,2025-10-22 11:30:35,30
402,134,Shipping,11,2025-10-22 11:31:35,2025-10-22 11:43:35,12
403,135,Picking,11,2025-10-22 22:10:10,2025-10-22 22:53:10,43
404,135,Packing,6,2025-10-22 23:01:10,2025-10-22 23:14:10,13
405,135,Shipping,13,2025-10-22 23:24:10,2025-10-23 00:13:10,49
406,136,Picking,19,2025-10-22 13:01:00,2025-10-22 13:27:00,26
407,136,Packing,10,2025-10-22 13:35:00,2025-10-22 14:12:00,37
408,136,Shipping,16,2025-10-22 14:27:00,2025-10-22 15:22:00,55
409,137,Picking,16,2025-10-24 20:11:34,2025-10-24 20:23:34,12
410,137,Packing,9,2025-10-24 20:29:34,2025-10-24 20:53:34,24
411,137,Shipping,19,2025-10-24 20:53:34,2025-10-24 21:41:34,48
412,138,Picking,8,2025-10-21 22:38:07,2025-10-21 23:13:07,35
413,138,Packing,2,2025-10-21 23:15:07,2025-10-21 23:53:07,38
414,138,Shipping,19,2025-10-22 00:05:07,2025-10-22 00:24:07,19
415,139,Picking,7,2025-10-22 09:54:00,2025-10-22 10:27:00,33
416,139,Packing,14,2025-10-22 10:32:00,2025-10-22 11:03:00,31
417,139,Shipping,17,2025-10-22 11:07:00,2025-10-22 11:43:00,36
418,140,Picking,16,2025-10-21 12:13:34,2025-10-21 12:26:34,13
419,140,Packing,17,2025-10-21 12:34:34,2025-10-21 12:52:34,18
420,140,Shipping,13,2025-10-21 13:02:34,2025-10-21 13:54:34,52
421,141,Picking,9,2025-10-23 23:32:52,2025-10-24 00:11:52,39
422,141,Packing,20,2025-10-24 00:16:52,2025-10-24 00:55:52,39
423,141,Shipping,16,2025-10-24 01:06:52,2025-10-24 01:59:52,53
424,142,Picking,7,2025-10-24 05:16:45,2025-10-24 05:40:45,24
425,142,Packing,16,2025-10-24 05:43:45,2025-10-24 06:07:45,24
426,142,Shipping,11,2025-10-24 06:16:45,2025-10-24 07:11:45,55
427,143,Picking,12,2025-10-25 15:47:01,2025-10-25 15:59:01,12
428,143,Packing,5,2025-10-25 16:08:01,2025-10-25 16:47:01,39
429,143,Shipping,10,2025-10-25 16:59:01,2025-10-25 17:34:01,35
430,144,Picking,7,2025-10-25 01:56:00,2025-10-25 02:29:00,33
431,144,Packing,18,2025-10-25 02:39:00,2025-10-25 03:00:00,21
432,144,Shipping,9,2025-10-25 03:15:00,2025-10-25 03:38:00,23
433,145,Picking,17,2025-10-24 07:39:21,2025-10-24 07:50:21,11
434,145,Packing,8,2025-10-24 07:59:21,2025-10-24 08:19:21,20
435,145,Shipping,8,2025-10-24 08:26:21,2025-10-24 08:39:21,13
436,146,Picking,6,2025-10-23 06:15:15,2025-10-23 06:50:15,35
437,146,Packing,14,2025-10-23 06:51:15,2025-10-23 07:04:15,13
438,146,Shipping,16,2025-10-23 07:04:15,2025-10-23 07:49:15,45
439,147,Picking,19,2025-10-21 16:10:24,2025-10-21 16:33:24,23
440,147,Packing,8,2025-10-21 16:43:24,2025-10-21 16:51:24,8
441,147,Shipping,18,2025-10-21 16:53:24,2025-10-21 17:44:24,51
442,148,Picking,10,2025-10-22 21:13:52,2025-10-22 21:29:52,16
443,148,Packing,2,2025-10-22 21:29:52,2025-10-22 21:59:52,30
444,148,Shipping,1,2025-10-22 22:14:52,2025-10-22 22:35:52,21
445,149,Picking,17,2025-10-23 06:01:41,2025-10-23 06:27:41,26
446,149,Packing,15,2025-10-23 06:31:41,2025-10-23 07:05:41,34
447,149,Shipping,9,2025-10-23 07:20:41,2025-10-23 07:38:41,18
448,150,Picking,11,2025-10-25 18:12:40,2025-10-25 18:46:40,34
449,150,Packing,10,2025-10-25 18:56:40,2025-10-25 19:17:40,21
450,150,Shipping,19,2025-10-25 19:22:40,2025-10-25 19:32:40,10
451,151,Picking,13,2025-10-23 04:54:37,2025-10-23 05:39:37,45
452,151,Packing,4,2025-10-23 05:45:37,2025-10-23 06:17:37,32
453,151,Shipping,6,2025-10-23 06:27:37,2025-10-23 06:42:37,15
454,152,Picking,15,2025-10-25 18:26:59,2025-10-25 18:46:59,20
455,152,Packing,9,2025-10-25 18:46:59,2025-10-25 19:07:59,21
456,152,Shipping,11,2025-10-25 19:19:59,2025-10-25 19:44:59,25
457,153,Picking,4,2025-10-24 05:12:35,2025-10-24 05:33:35,21
458,153,Packing,15,2025-10-24 05:43:35,2025-10-24 06:11:35,28
459,153,Shipping,10,2025-10-24 06:18:35,2025-10-24 06:31:35,13
460,154,Picking,8,2025-10-21 22:26:10,2025-10-21 22:50:10,24
461,154,Packing,8,2025-10-21 22:51:10,2025-10-21 23:14:10,23
462,154,Shipping,5,2025-10-21 23:25:10,2025-10-22 00:14:10,49
463,155,Picking,8,2025-10-25 15:34:39,2025-10-25 16:05:39,31
464,155,Packing,20,2025-10-25 16:13:39,2025-10-25 16:48:39,35
465,155,Shipping,3,2025-10-25 16:54:39,2025-10-25 17:52:39,58
466,156,Picking,18,2025-10-22 21:08:53,2025-10-22 21:49:53,41
467,156,Packing,5,2025-10-22 21:50:53,2025-10-22 21:58:53,8
468,156,Shipping,6,2025-10-22 22:04:53,2025-10-22 22:50:53,46
469,157,Picking,15,2025-10-23 01:43:54,2025-10-23 02:01:54,18
470,157,Packing,2,2025-10-23 02:10:54,2025-10-23 02:46:54,36
471,157,Shipping,15,2025-10-23 02:48:54,2025-10-23 03:30:54,42
472,158,Picking,1,2025-10-26 06:25:20,2025-10-26 06:33:20,8
473,158,Packing,13,2025-10-26 06:41:20,2025-10-26 07:15:20,34
474,158,Shipping,9,2025-10-26 07:24:20,2025-10-26 08:20:20,56
475,159,Picking,3,2025-10-26 06:56:13,2025-10-26 07:05:13,9
476,159,Packing,18,2025-10-26 07:05:13,2025-10-26 07:37:13,32
477,159,Shipping,2,2025-10-26 07:48:13,2025-10-26 08:42:13,54
478,160,Picking,14,2025-10-25 06:09:02,2025-10-25 06:32:02,23
479,160,Packing,12,2025-10-25 06:38:02,2025-10-25 06:54:02,16
480,160,Shipping,13,2025-10-25 06:58:02,2025-10-25 07:57:02,59
481,161,Picking,18,2025-10-25 01:03:51,2025-10-25 01:42:51,39
482,161,Packing,13,2025-10-25 01:44:51,2025-10-25 02:11:51,27
483,161,Shipping,17,2025-10-25 02:14:51,2025-10-25 02:35:51,21
484,162,Picking,13,2025-10-25 12:10:42,2025-10-25 12:16:42,6
485,162,Packing,8,2025-10-25 12:20:42,2025-10-25 12:54:42,34
486,162,Shipping,8,2025-10-25 13:07:42,2025-10-25 13:51:42,44
487,163,Picking,7,2025-10-26 08:21:50,2025-10-26 08:33:50,12
488,163,Packing,3,2025-10-26 08:33:50,2025-10-26 09:04:50,31
489,163,Shipping,4,2025-10-26 09:04:50,2025-10-26 09:29:50,25
490,164,Picking,8,2025-10-22 16:36:46,2025-10-22 16:44:46,8
491,164,Packing,18,2025-10-22 16:47:46,2025-10-22 16:54:46,7
492,164,Shipping,7,2025-10-22 17:06:46,2025-10-22 17:44:46,38
493,165,Picking,20,2025-10-24 01:08:07,2025-10-24 01:45:07,37
494,165,Packing,11,2025-10-24 01:49:07,2025-10-24 02:08:07,19
495,165,Shipping,8,2025-10-24 02:18:07,2025-10-24 03:04:07,46
496,166,Picking,19,2025-10-22 04:02:07,2025-10-22 04:33:07,31
497,166,Packing,6,2025-10-22 04:37:07,2025-10-22 04:59:07,22
498,166,Shipping,14,2025-10-22 05:00:07,2025-10-22 05:45:07,45
499,167,Picking,5,2025-10-24 19:23:39,2025-10-24 19:52:39,29
500,167,Packing,10,2025-10-24 20:00:39,2025-10-24 20:25:39,25
501,167,Shipping,13,2025-10-24 20:38:39,2025-10-24 21:14:39,36
502,168,Picking,18,2025-10-22 20:04:36,2025-10-22 20:23:36,19
503,168,Packing,14,2025-10-22 20:27:36,2025-10-22 20:41:36,14
504,168,Shipping,14,2025-10-22 20:55:36,2025-10-22 21:08:36,13
505,169,Picking,12,2025-10-25 09:39:19,2025-10-25 10:00:19,21
506,169,Packing,3,2025-10-25 10:03:19,2025-10-25 10:29:19,26
507,169,Shipping,18,2025-10-25 10:31:19,2025-10-25 11:09:19,38
508,170,Picking,19,2025-10-22 09:04:05,2025-10-22 09:33:05,29
509,170,Packing,18,2025-10-22 09:43:05,2025-10-22 09:50:05,7
510,170,Shipping,7,2025-10-22 09:52:05,2025-10-22 10:14:05,22
511,171,Picking,16,2025-10-23 02:44:19,2025-10-23 02:49:19,5
512,171,Packing,8,2025-10-23 02:52:19,2025-10-23 03:09:19,17
513,171,Shipping,20,2025-10-23 03:12:19,2025-10-23 04:09:19,57
514,172,Picking,12,2025-10-22 08:23:04,2025-10-22 08:48:04,25
515,172,Packing,10,2025-10-22 08:52:04,2025-10-22 09:21:04,29
516,172,Shipping,9,2025-10-22 09:35:04,2025-10-22 10:19:04,44
517,173,Picking,14,2025-10-21 21:35:11,2025-10-21 22:10:11,35
518,173,Packing,2,2025-10-21 22:15:11,2025-10-21 22:33:11,18
519,173,Shipping,19,2025-10-21 22:44:11,2025-10-21 23:14:11,30
520,174,Picking,7,2025-10-21 19:47:19,2025-10-21 20:08:19,21
521,174,Packing,11,2025-10-21 20:16:19,2025-10-21 20:47:19,31
522,174,Shipping,8,2025-10-21 20:56:19,2025-10-21 21:15:19,19
523,175,Picking,6,2025-10-22 11:50:03,2025-10-22 12:16:03,26
524,175,Packing,12,2025-10-22 12:20:03,2025-10-22 12:56:03,36
525,175,Shipping,6,2025-10-22 13:11:03,2025-10-22 13:50:03,39
526,176,Picking,2,2025-10-26 06:42:17,2025-10-26 07:21:17,39
527,176,Packing,1,2025-10-26 07:31:17,2025-10-26 07:39:17,8
528,176,Shipping,14,2025-10-26 07:40:17,2025-10-26 07:54:17,14
529,177,Picking,2,2025-10-23 07:57:09,2025-10-23 08:11:09,14
530,177,Packing,20,2025-10-23 08:11:09,2025-10-23 08:29:09,18
531,177,Shipping,20,2025-10-23 08:43:09,2025-10-23 09:16:09,33
532,178,Picking,1,2025-10-25 01:45:46,2025-10-25 01:50:46,5
533,178,Packing,17,2025-10-25 01:58:46,2025-10-25 02:38:46,40
534,178,Shipping,9,2025-10-25 02:51:46,2025-10-25 03:01:46,10
535,179,Picking,5,2025-10-26 00:41:41,2025-10-26 01:13:41,32
536,179,Packing,8,2025-10-26 01:15:41,2025-10-26 01:26:41,11
537,179,Shipping,7,2025-10-26 01:29:41,2025-10-26 02:12:41,43
538,180,Picking,19,2025-10-24 22:16:00,2025-10-24 22:46:00,30
539,180,Packing,8,2025-10-24 22:47:00,2025-10-24 23:15:00,28
540,180,Shipping,8,2025-10-24 23:27:00,2025-10-25 00:06:00,39
541,181,Picking,1,2025-10-23 05:12:07,2025-10-23 05:42:07,30
542,181,Packing,6,2025-10-23 05:48:07,2025-10-23 06:17:07,29
543,181,Shipping,3,2025-10-23 06:32:07,2025-10-23 06:45:07,13
544,182,Picking,19,2025-10-24 03:38:34,2025-10-24 03:49:34,11
545,182,Packing,16,2025-10-24 03:57:34,2025-10-24 04:04:34,7
546,182,Shipping,9,2025-10-24 04:11:34,2025-10-24 04:34:34,23
547,183,Picking,1,2025-10-22 06:08:49,2025-10-22 06:47:49,39
548,183,Packing,7,2025-10-22 06:56:49,2025-10-22 07:03:49,7
549,183,Shipping,19,2025-10-22 07:08:49,2025-10-22 07:38:49,30
550,184,Picking,13,2025-10-24 08:19:44,2025-10-24 08:28:44,9
551,184,Packing,18,2025-10-24 08:32:44,2025-10-24 08:47:44,15
552,184,Shipping,11,2025-10-24 08:54:44,2025-10-24 09:40:44,46
553,185,Picking,14,2025-10-25 16:12:57,2025-10-25 16:22:57,10
554,185,Packing,8,2025-10-25 16:30:57,2025-10-25 16:57:57,27
555,185,Shipping,3,2025-10-25 16:58:57,2025-10-25 17:14:57,16
556,186,Picking,15,2025-10-23 08:00:23,2025-10-23 08:30:23,30
557,186,Packing,16,2025-10-23 08:35:23,2025-10-23 08:41:23,6
558,186,Shipping,8,2025-10-23 08:49:23,2025-10-23 09:49:23,60
559,187,Picking,20,2025-10-25 17:10:33,2025-10-25 17:52:33,42
560,187,Packing,10,2025-10-25 18:02:33,2025-10-25 18:31:33,29
561,187,Shipping,8,2025-10-25 18:33:33,2025-10-25 19:32:33,59
562,188,Picking,12,2025-10-23 21:51:22,2025-10-23 22:20:22,29
563,188,Packing,4,2025-10-23 22:30:22,2025-10-23 22:44:22,14
564,188,Shipping,3,2025-10-23 22:56:22,2025-10-23 23:26:22,30
565,189,Picking,14,2025-10-23 03:07:07,2025-10-23 03:29:07,22
566,189,Packing,15,2025-10-23 03:30:07,2025-10-23 03:43:07,13
567,189,Shipping,18,2025-10-23 03:45:07,2025-10-23 04:06:07,21
568,190,Picking,20,2025-10-24 11:59:23,2025-10-24 12:09:23,10
569,190,Packing,11,2025-10-24 12:14:23,2025-10-24 12:54:23,40
570,190,Shipping,13,2025-10-24 12:56:23,2025-10-24 13:44:23,48
571,191,Picking,13,2025-10-24 18:32:37,2025-10-24 18:42:37,10
572,191,Packing,6,2025-10-24 18:50:37,2025-10-24 19:10:37,20
573,191,Shipping,5,2025-10-24 19:15:37,2025-10-24 20:08:37,53
574,192,Picking,10,2025-10-24 11:09:02,2025-10-24 11:18:02,9
575,192,Packing,16,2025-10-24 11:20:02,2025-10-24 11:52:02,32
576,192,Shipping,3,2025-10-24 12:00:02,2025-10-24 12:36:02,36
577,193,Picking,10,2025-10-24 03:28:23,2025-10-24 04:12:23,44
578,193,Packing,1,2025-10-24 04:15:23,2025-10-24 04:49:23,34
579,193,Shipping,13,2025-10-24 04:52:23,2025-10-24 05:10:23,18
580,194,Picking,20,2025-10-21 23:39:06,2025-10-22 00:05:06,26
581,194,Packing,5,2025-10-22 00:12:06,2025-10-22 00:38:06,26
582,194,Shipping,10,2025-10-22 00:51:06,2025-10-22 01:42:06,51
583,195,Picking,16,2025-10-25 02:40:55,2025-10-25 03:05:55,25
584,195,Packing,19,2025-10-25 03:07:55,2025-10-25 03:37:55,30
585,195,Shipping,8,2025-10-25 03:47:55,2025-10-25 04:15:55,28
586,196,Picking,18,2025-10-21 17:16:30,2025-10-21 17:28:30,12
587,196,Packing,1,2025-10-21 17:37:30,2025-10-21 17:54:30,17
588,196,Shipping,15,2025-10-21 17:59:30,2025-10-21 18:52:30,53
589,197,Picking,10,2025-10-24 02:51:19,2025-10-24 03:14:19,23
590,197,Packing,8,2025-10-24 03:15:19,2025-10-24 03:46:19,31
591,197,Shipping,9,2025-10-24 04:01:19,2025-10-24 04:19:19,18
592,198,Picking,13,2025-10-25 22:53:39,2025-10-25 23:22:39,29
593,198,Packing,18,2025-10-25 23:23:39,2025-10-25 23:56:39,33
594,198,Shipping,17,2025-10-26 00:11:39,2025-10-26 00:58:39,47
595,199,Picking,8,2025-10-23 10:35:41,2025-10-23 10:42:41,7
596,199,Packing,12,2025-10-23 10:47:41,2025-10-23 11:26:41,39
597,199,Shipping,6,2025-10-23 11:28:41,2025-10-23 11:44:41,16
598,200,Picking,4,2025-10-25 03:41:31,2025-10-25 04:11:31,30
599,200,Packing,9,2025-10-25 04:16:31,2025-10-25 04:48:31,32
600,200,Shipping,8,2025-10-25 04:51:31,2025-10-25 05:01:31,10
601,201,Picking,15,2025-10-23 00:09:56,2025-10-23 00:50:56,41
602,201,Packing,19,2025-10-23 00:53:56,2025-10-23 01:26:56,33
603,201,Shipping,17,2025-10-23 01:37:56,2025-10-23 02:12:56,35
604,202,Picking,5,2025-10-21 14:57:12,2025-10-21 15:20:12,23
605,202,Packing,12,2025-10-21 15:26:12,2025-10-21 15:36:12,10
606,202,Shipping,10,2025-10-21 15:39:12,2025-10-21 16:35:12,56
607,203,Picking,15,2025-10-22 00:53:13,2025-10-22 01:20:13,27
608,203,Packing,11,2025-10-22 01:27:13,2025-10-22 01:38:13,11
609,203,Shipping,3,2025-10-22 01:52:13,2025-10-22 02:48:13,56
610,204,Picking,8,2025-10-22 20:26:34,2025-10-22 20:52:34,26
611,204,Packing,17,2025-10-22 21:02:34,2025-10-22 21:13:34,11
612,204,Shipping,6,2025-10-22 21:18:34,2025-10-22 22:15:34,57
613,205,Picking,14,2025-10-25 13:44:18,2025-10-25 14:18:18,34
614,205,Packing,13,2025-10-25 14:21:18,2025-10-25 14:51:18,30
615,205,Shipping,1,2025-10-25 14:56:18,2025-10-25 15:17:18,21
616,206,Picking,9,2025-10-24 23:28:21,2025-10-25 00:00:21,32
617,206,Packing,3,2025-10-25 00:06:21,2025-10-25 00:11:21,5
618,206,Shipping,19,2025-10-25 00:17:21,2025-10-25 00:40:21,23
619,207,Picking,16,2025-10-25 00:58:33,2025-10-25 01:23:33,25
620,207,Packing,17,2025-10-25 01:26:33,2025-10-25 02:00:33,34
621,207,Shipping,11,2025-10-25 02:03:33,2025-10-25 02:29:33,26
622,208,Picking,6,2025-10-21 14:43:28,2025-10-21 14:55:28,12
623,208,Packing,10,2025-10-21 15:00:28,2025-10-21 15:27:28,27
624,208,Shipping,20,2025-10-21 15:41:28,2025-10-21 16:30:28,49
625,209,Picking,12,2025-10-26 02:47:46,2025-10-26 02:59:46,12
626,209,Packing,5,2025-10-26 03:02:46,2025-10-26 03:26:46,24
627,209,Shipping,17,2025-10-26 03:29:46,2025-10-26 03:50:46,21
628,210,Picking,18,2025-10-25 13:35:41,2025-10-25 14:04:41,29
629,210,Packing,6,2025-10-25 14:10:41,2025-10-25 14:26:41,16
630,210,Shipping,18,2025-10-25 14:41:41,2025-10-25 15:31:41,50
631,211,Picking,16,2025-10-26 10:53:53,2025-10-26 11:18:53,25
632,211,Packing,5,2025-10-26 11:25:53,2025-10-26 11:33:53,8
633,211,Shipping,7,2025-10-26 11:44:53,2025-10-26 11:54:53,10
634,212,Picking,15,2025-10-23 03:01:13,2025-10-23 03:37:13,36
635,212,Packing,16,2025-10-23 03:43:13,2025-10-23 04:19:13,36
636,212,Shipping,6,2025-10-23 04:32:13,2025-10-23 05:27:13,55
637,213,Picking,15,2025-10-24 23:18:31,2025-10-24 23:25:31,7
638,213,Packing,19,2025-10-24 23:29:31,2025-10-24 23:48:31,19
639,213,Shipping,16,2025-10-24 23:57:31,2025-10-25 00:17:31,20
640,214,Picking,15,2025-10-21 17:03:44,2025-10-21 17:25:44,22
641,214,Packing,18,2025-10-21 17:33:44,2025-10-21 18:01:44,28
642,214,Shipping,7,2025-10-21 18:02:44,2025-10-21 19:00:44,58
643,215,Picking,15,2025-10-26 02:32:20,2025-10-26 02:39:20,7
644,215,Packing,4,2025-10-26 02:46:20,2025-10-26 03:07:20,21
645,215,Shipping,8,2025-10-26 03:18:20,2025-10-26 03:33:20,15
646,216,Picking,5,2025-10-26 01:57:34,2025-10-26 02:24:34,27
647,216,Packing,7,2025-10-26 02:33:34,2025-10-26 03:05:34,32
648,216,Shipping,7,2025-10-26 03:10:34,2025-10-26 03:59:34,49
649,217,Picking,10,2025-10-22 13:10:02,2025-10-22 13:32:02,22
650,217,Packing,10,2025-10-22 13:41:02,2025-10-22 14:20:02,39
651,217,Shipping,19,2025-10-22 14:25:02,2025-10-22 14:55:02,30
652,218,Picking,5,2025-10-24 07:44:29,2025-10-24 08:15:29,31
653,218,Packing,8,2025-10-24 08:15:29,2025-10-24 08:37:29,22
654,218,Shipping,5,2025-10-24 08:41:29,2025-10-24 09:35:29,54
655,219,Picking,15,2025-10-24 15:10:58,2025-10-24 15:24:58,14
656,219,Packing,3,2025-10-24 15:33:58,2025-10-24 15:55:58,22
657,219,Shipping,3,2025-10-24 16:08:58,2025-10-24 16:42:58,34
658,220,Picking,1,2025-10-25 10:42:10,2025-10-25 11:10:10,28
659,220,Packing,3,2025-10-25 11:17:10,2025-10-25 11:53:10,36
660,220,Shipping,15,2025-10-25 12:03:10,2025-10-25 12:50:10,47
661,221,Picking,7,2025-10-24 04:23:27,2025-10-24 04:32:27,9
662,221,Packing,16,2025-10-24 04:40:27,2025-10-24 05:10:27,30
663,221,Shipping,9,2025-10-24 05:16:27,2025-10-24 05:53:27,37
664,222,Picking,2,2025-10-23 04:10:46,2025-10-23 04:51:46,41
665,222,Packing,2,2025-10-23 04:53:46,2025-10-23 05:29:46,36
666,222,Shipping,4,2025-10-23 05:39:46,2025-10-23 06:32:46,53
667,223,Picking,7,2025-10-22 13:38:04,2025-10-22 13:53:04,15
668,223,Packing,5,2025-10-22 14:00:04,2025-10-22 14:34:04,34
669,223,Shipping,10,2025-10-22 14:34:04,2025-10-22 15:11:04,37
670,224,Picking,6,2025-10-25 01:00:53,2025-10-25 01:28:53,28
671,224,Packing,2,2025-10-25 01:32:53,2025-10-25 01:42:53,10
672,224,Shipping,13,2025-10-25 01:53:53,2025-10-25 02:45:53,52
673,225,Picking,3,2025-10-24 03:01:01,2025-10-24 03:11:01,10
674,225,Packing,5,2025-10-24 03:12:01,2025-10-24 03:17:01,5
675,225,Shipping,19,2025-10-24 03:23:01,2025-10-24 04:03:01,40
676,226,Picking,5,2025-10-25 07:32:02,2025-10-25 07:37:02,5
677,226,Packing,16,2025-10-25 07:42:02,2025-10-25 07:54:02,12
678,226,Shipping,3,2025-10-25 08:07:02,2025-10-25 09:01:02,54
679,227,Picking,5,2025-10-26 09:46:10,2025-10-26 10:11:10,25
680,227,Packing,5,2025-10-26 10:16:10,2025-10-26 10:40:10,24
681,227,Shipping,3,2025-10-26 10:44:10,2025-10-26 11:18:10,34
682,228,Picking,5,2025-10-24 11:22:57,2025-10-24 11:37:57,15
683,228,Packing,14,2025-10-24 11:44:57,2025-10-24 12:11:57,27
684,228,Shipping,20,2025-10-24 12:17:57,2025-10-24 13:07:57,50
685,229,Picking,14,2025-10-22 01:19:29,2025-10-22 01:30:29,11
686,229,Packing,11,2025-10-22 01:32:29,2025-10-22 01:44:29,12
687,229,Shipping,5,2025-10-22 01:56:29,2025-10-22 02:28:29,32
688,230,Picking,10,2025-10-24 07:47:12,2025-10-24 08:27:12,40
689,230,Packing,7,2025-10-24 08:36:12,2025-10-24 08:59:12,23
690,230,Shipping,17,2025-10-24 08:59:12,2025-10-24 09:51:12,52
691,231,Picking,8,2025-10-23 14:03:43,2025-10-23 14:11:43,8
692,231,Packing,16,2025-10-23 14:14:43,2025-10-23 14:50:43,36
693,231,Shipping,20,2025-10-23 15:02:43,2025-10-23 15:19:43,17
694,232,Picking,18,2025-10-23 23:32:24,2025-10-23 23:57:24,25
695,232,Packing,6,2025-10-23 23:59:24,2025-10-24 00:28:24,29
696,232,Shipping,16,2025-10-24 00:41:24,2025-10-24 01:14:24,33
697,233,Picking,2,2025-10-23 11:38:41,2025-10-23 12:20:41,42
698,233,Packing,2,2025-10-23 12:21:41,2025-10-23 12:26:41,5
699,233,Shipping,13,2025-10-23 12:34:41,2025-10-23 12:57:41,23
700,234,Picking,18,2025-10-23 10:39:38,2025-10-23 11:10:38,31
701,234,Packing,18,2025-10-23 11:16:38,2025-10-23 11:46:38,30
702,234,Shipping,20,2025-10-23 11:48:38,2025-10-23 12:38:38,50
703,235,Picking,19,2025-10-25 12:45:54,2025-10-25 13:22:54,37
704,235,Packing,3,2025-10-25 13:25:54,2025-10-25 13:39:54,14
705,235,Shipping,10,2025-10-25 13:49:54,2025-10-25 14:24:54,35
706,236,Picking,20,2025-10-22 02:22:12,2025-10-22 02:42:12,20
707,236,Packing,20,2025-10-22 02:43:12,2025-10-22 03:15:12,32
708,236,Shipping,2,2025-10-22 03:18:12,2025-10-22 03:57:12,39
709,237,Picking,12,2025-10-22 10:37:30,2025-10-22 10:42:30,5
710,237,Packing,17,2025-10-22 10:44:30,2025-10-22 10:49:30,5
711,237,Shipping,17,2025-10-22 10:54:30,2025-10-22 11:35:30,41
712,238,Picking,1,2025-10-23 11:17:04,2025-10-23 11:45:04,28
713,238,Packing,11,2025-10-23 11:47:04,2025-10-23 12:09:04,22
714,238,Shipping,14,2025-10-23 12:12:04,2025-10-23 13:11:04,59
715,239,Picking,17,2025-10-23 23:47:12,2025-10-24 00:28:12,41
716,239,Packing,12,2025-10-24 00:38:12,2025-10-24 00:47:12,9
717,239,Shipping,2,2025-10-24 01:02:12,2025-10-24 01:41:12,39
718,240,Picking,17,2025-10-25 16:29:36,2025-10-25 16:44:36,15
719,240,Packing,1,2025-10-25 16:48:36,2025-10-25 16:59:36,11
720,240,Shipping,2,2025-10-25 17:02:36,2025-10-25 17:26:36,24
721,241,Picking,2,2025-10-24 11:16:40,2025-10-24 11:51:40,35
722,241,Packing,18,2025-10-24 11:56:40,2025-10-24 12:25:40,29
723,241,Shipping,14,2025-10-24 12:29:40,2025-10-24 12:50:40,21
724,242,Picking,17,2025-10-23 06:01:41,2025-10-23 06:26:41,25
725,242,Packing,2,2025-10-23 06:30:41,2025-10-23 06:39:41,9
726,242,Shipping,6,2025-10-23 06:50:41,2025-10-23 07:07:41,17
727,243,Picking,3,2025-10-25 11:59:56,2025-10-25 12:08:56,9
